,0
821,"And Rachel died, and was buried in the way to Ephrath, which is Bethlehem. "
822,And Jacob set a pillar upon her grave
823,"And Israel journeyed, and spread his tent beyond the tower of Edar. "
824,"And it came to pass, when Israel dwelt in that land, that Reuben went and lay with Bilhah his father's concubine"
825,"And Jacob came unto Isaac his father unto Mamre, unto the city of Arbah, which is Hebron, where Abraham and Isaac sojourned. "
826,And the days of Isaac were an hundred and fourscore years. 
827,"And Isaac gave up the ghost, and died, and was gathered unto his people, being old and full of days"
828,"Now these are the generations of Esau, who is Edom. "
829,"Esau took his wives of the daughters of Canaan; Adah the daughter of Elon the Hittite, and Aholibamah the daughter of Anah the daughter of Zibeon the Hivite; "
830,And Adah bare to Esau Eliphaz; and Bashemath bare Reuel; 
831,"And Esau took his wives, and his sons, and his daughters, and all the persons of his house, and his cattle, and all his beasts, and all his substance, which he had got in the land of Canaan; and went into the country from the face of his brother Jacob. "
832,For their riches were more than that they might dwell together; and the land wherein they were strangers could not bear them because of their cattle. 
833,Thus dwelt Esau in mount Seir
834,And these are the generations of Esau the father of the Edomites in mount Seir
835,"And the sons of Eliphaz were Teman, Omar, Zepho, and Gatam, and Kenaz. "
836,And Timna was concubine to Eliphaz Esau's son; and she bare to Eliphaz Amalek
837,"And these are the sons of Reuel; Nahath, and Zerah, Shammah, and Mizzah"
838,"And these were the sons of Aholibamah, the daughter of Anah the daughter of Zibeon, Esau's wife"
839,These were dukes of the sons of Esau
840,"And these are the sons of Reuel Esau's son; duke Nahath, duke Zerah, duke Shammah, duke Mizzah"
841,"And these are the sons of Aholibamah Esau's wife; duke Jeush, duke Jaalam, duke Korah"
842,"These are the sons of Esau, who is Edom, and these are their dukes. "
843,"These are the sons of Seir the Horite, who inhabited the land; Lotan, and Shobal, and Zibeon, and Anah, "
844,And the children of Lotan were Hori and Hemam; and Lotan's sister was Timna. 
845,"And the children of Shobal were these; Alvan, and Manahath, and Ebal, Shepho, and Onam. "
846,"And these are the children of Zibeon; both Ajah, and Anah"
847,"And the children of Anah were these; Dishon, and Aholibamah the daughter of Anah. "
848,"And these are the children of Dishon; Hemdan, and Eshban, and Ithran, and Cheran. "
849,"The children of Ezer are these; Bilhan, and Zaavan, and Akan. "
850,"The children of Dishan are these; Uz, and Aran. "
851,"These are the dukes that came of the Horites; duke Lotan, duke Shobal, duke Zibeon, duke Anah, "
852,"And these are the kings that reigned in the land of Edom, before there reigned any king over the children of Israel. "
853,And Bela the son of Beor reigned in Edom
854,"And Bela died, and Jobab the son of Zerah of Bozrah reigned in his stead. "
855,"And Jobab died, and Husham of the land of Temani reigned in his stead. "
856,"And Husham died, and Hadad the son of Bedad, who smote Midian in the field of Moab, reigned in his stead"
857,"And Hadad died, and Samlah of Masrekah reigned in his stead. "
858,"And Samlah died, and Saul of Rehoboth by the river reigned in his stead. "
859,"And Saul died, and Baalhanan the son of Achbor reigned in his stead. "
860,"And Baalhanan the son of Achbor died, and Hadar reigned in his stead"
861,"And these are the names of the dukes that came of Esau, according to their families, after their places, by their names; duke Timnah, duke Alvah, duke Jetheth, "
862,"And Jacob dwelt in the land wherein his father was a stranger, in the land of Canaan. "
863,"These are the generations of Jacob. Joseph, being seventeen years old, was feeding the flock with his brethren; and the lad was with the sons of Bilhah, and with the sons of Zilpah, his father's wives"
864,"Now Israel loved Joseph more than all his children, because he was the son of his old age"
865,"And when his brethren saw that their father loved him more than all his brethren, they hated him, and could not speak peaceably unto him. "
866,"And Joseph dreamed a dream, and he told it his brethren"
867,"And he said unto them, Hear, I pray you, this dream which I have dreamed"
868,"And his brethren said to him, Shalt thou indeed reign over us? or shalt thou indeed have dominion over us? And they hated him yet the more for his dreams, and for his words. "
869,"And he dreamed yet another dream, and told it his brethren, and said, Behold, I have dreamed a dream more; and, behold, the sun and the moon and the eleven stars made obeisance to me. "
870,"And he told it to his father, and to his brethren"
871,And his brethren went to feed their father's flock in Shechem. 
872,"And Israel said unto Joseph, Do not thy brethren feed the flock in Shechem? come, and I will send thee unto them. And he said to him, Here am I. "
873,"And he said to him, Go, I pray thee, see whether it be well with thy brethren, and well with the flocks; and bring me word again. So he sent him out of the vale of Hebron, and he came to Shechem. "
874,"And a certain man found him, and, behold, he was wandering in the field"
875,"And the man said, They are departed hence; for I heard them say, Let us go to Dothan. And Joseph went after his brethren, and found them in Dothan. "
876,"And when they saw him afar off, even before he came near unto them, they conspired against him to slay him. "
877,"And they said one to another, Behold, this dreamer cometh. "
878,"Come now therefore, and let us slay him, and cast him into some pit, and we will say, Some evil beast hath devoured him"
879,"And Reuben heard it, and he delivered him out of their hands; and said, Let us not kill him. "
880,"And Reuben said unto them, Shed no blood, but cast him into this pit that is in the wilderness, and lay no hand upon him; that he might rid him out of their hands, to deliver him to his father again. "
881,"And it came to pass, when Joseph was come unto his brethren, that they stript Joseph out of his coat, his coat of many colours that was on him; "
882,And they sat down to eat bread
883,"And Judah said unto his brethren, What profit is it if we slay our brother, and conceal his blood? "
884,"Then there passed by Midianites merchantmen; and they drew and lifted up Joseph out of the pit, and sold Joseph to the Ishmeelites for twenty pieces of silver"
885,"And Reuben returned unto the pit; and, behold, Joseph was not in the pit; and he rent his clothes. "
886,"And he returned unto his brethren, and said, The child is not; and I, whither shall I go? "
887,"And he knew it, and said, It is my son's coat; an evil beast hath devoured him; Joseph is without doubt rent in pieces. "
888,"And Jacob rent his clothes, and put sackcloth upon his loins, and mourned for his son many days. "
889,"And all his sons and all his daughters rose up to comfort him; but he refused to be comforted; and he said, For I will go down into the grave unto my son mourning. Thus his father wept for him. "
890,"And the Midianites sold him into Egypt unto Potiphar, an officer of Pharaoh's, and captain of the guard. "
891,"And it came to pass at that time, that Judah went down from his brethren, and turned in to a certain Adullamite, whose name was Hirah. "
892,"And Judah saw there a daughter of a certain Canaanite, whose name was Shuah; and he took her, and went in unto her. "
893,"And she conceived, and bare a son; and he called his name Er. "
894,"And she conceived again, and bare a son; and she called his name Onan. "
895,"And she yet again conceived, and bare a son; and called his name Shelah"
896,"And Judah took a wife for Er his firstborn, whose name was Tamar. "
897,"And Er, Judah's firstborn, was wicked in the sight of the LORD; and the LORD slew him. "
898,"And Judah said unto Onan, Go in unto thy brother's wife, and marry her, and raise up seed to thy brother. "
899,"And Onan knew that the seed should not be his; and it came to pass, when he went in unto his brother's wife, that he spilled it on the ground, lest that he should give seed to his brother. "
900,And the thing which he did displeased the LORD
901,"Then said Judah to Tamar his daughter in law, Remain a widow at thy father's house, till Shelah my son be grown"
902,"And in process of time the daughter of Shuah Judah's wife died; and Judah was comforted, and went up unto his sheepshearers to Timnath, he and his friend Hirah the Adullamite. "
903,"And it was told Tamar, saying, Behold thy father in law goeth up to Timnath to shear his sheep. "
904,"And she put her widow's garments off from her, and covered her with a vail, and wrapped herself, and sat in an open place, which is by the way to Timnath; for she saw that Shelah was grown, and she was not given unto him to wife. "
905,"When Judah saw her, he thought her to be an harlot; because she had covered her face. "
906,"And he turned unto her by the way, and said, Go to, I pray thee, let me come in unto thee; (for he knew not that she was his daughter in law.) And she said, What wilt thou give me, that thou mayest come in unto me? "
907,"And she arose, and went away, and laid by her vail from her, and put on the garments of her widowhood. "
908,"And Judah sent the kid by the hand of his friend the Adullamite, to receive his pledge from the woman's hand"
909,"Then he asked the men of that place, saying, Where is the harlot, that was openly by the way side? And they said, There was no harlot in this place. "
910,"And he returned to Judah, and said, I cannot find her; and also the men of the place said, that there was no harlot in this place. "
911,"And Judah said, Let her take it to her, lest we be shamed"
912,"And it came to pass about three months after, that it was told Judah, saying, Tamar thy daughter in law hath played the harlot; and also, behold, she is with child by whoredom. And Judah said, Bring her forth, and let her be burnt. "
913,"When she was brought forth, she sent to her father in law, saying, By the man, whose these are, am I with child"
914,"And Judah acknowledged them, and said, She hath been more righteous than I; because that I gave her not to Shelah my son. And he knew her again no more. "
915,"And it came to pass in the time of her travail, that, behold, twins were in her womb. "
916,"And it came to pass, when she travailed, that the one put out his hand"
917,"And it came to pass, as he drew back his hand, that, behold, his brother came out"
918,"And afterward came out his brother, that had the scarlet thread upon his hand"
919,"And Joseph was brought down to Egypt; and Potiphar, an officer of Pharaoh, captain of the guard, an Egyptian, bought him of the hands of the Ishmeelites, which had brought him down thither. "
920,"And the LORD was with Joseph, and he was a prosperous man; and he was in the house of his master the Egyptian. "
921,"And his master saw that the LORD was with him, and that the LORD made all that he did to prosper in his hand. "
922,"And Joseph found grace in his sight, and he served him"
923,"And it came to pass from the time that he had made him overseer in his house, and over all that he had, that the LORD blessed the Egyptian's house for Joseph's sake; and the blessing of the LORD was upon all that he had in the house, and in the field. "
924,"And he left all that he had in Joseph's hand; and he knew not ought he had, save the bread which he did eat. And Joseph was a goodly person, and well favoured. "
925,"And it came to pass after these things, that his master's wife cast her eyes upon Joseph; and she said, Lie with me. "
926,"But he refused, and said unto his master's wife, Behold, my master wotteth not what is with me in the house, and he hath committed all that he hath to my hand; "
927,"And it came to pass about this time, that Joseph went into the house to do his business; and there was none of the men of the house there within. "
928,"And she caught him by his garment, saying, Lie with me"
929,"And it came to pass, when she saw that he had left his garment in her hand, and was fled forth, "
930,"And she laid up his garment by her, until his lord came home. "
931,"And she spake unto him according to these words, saying, The Hebrew servant, which thou hast brought unto us, came in unto me to mock me"
932,"And it came to pass, when his master heard the words of his wife, which she spake unto him, saying, After this manner did thy servant to me; that his wrath was kindled. "
933,"And Joseph's master took him, and put him into the prison, a place where the king's prisoners were bound"
934,"But the LORD was with Joseph, and shewed him mercy, and gave him favour in the sight of the keeper of the prison. "
935,"And the keeper of the prison committed to Joseph's hand all the prisoners that were in the prison; and whatsoever they did there, he was the doer of it. "
936,"The keeper of the prison looked not to any thing that was under his hand; because the LORD was with him, and that which he did, the LORD made it to prosper. "
937,"And it came to pass after these things, that the butler of the king of Egypt and his baker had offended their lord the king of Egypt. "
938,"And Pharaoh was wroth against two of his officers, against the chief of the butlers, and against the chief of the bakers. "
939,"And he put them in ward in the house of the captain of the guard, into the prison, the place where Joseph was bound. "
940,"And the captain of the guard charged Joseph with them, and he served them"
941,"And they dreamed a dream both of them, each man his dream in one night, each man according to the interpretation of his dream, the butler and the baker of the king of Egypt, which were bound in the prison. "
942,"And Joseph came in unto them in the morning, and looked upon them, and, behold, they were sad. "
943,"And he asked Pharaoh's officers that were with him in the ward of his lord's house, saying, Wherefore look ye so sadly to day? "
944,"And the chief butler told his dream to Joseph, and said to him, In my dream, behold, a vine was before me; "
945,"And Joseph said unto him, This is the interpretation of it"
946,"But think on me when it shall be well with thee, and shew kindness, I pray thee, unto me, and make mention of me unto Pharaoh, and bring me out of this house"
947,"When the chief baker saw that the interpretation was good, he said unto Joseph, I also was in my dream, and, behold, I had three white baskets on my head"
948,"And Joseph answered and said, This is the interpretation thereof"
949,"And it came to pass the third day, which was Pharaoh's birthday, that he made a feast unto all his servants"
950,And he restored the chief butler unto his butlership again; and he gave the cup into Pharaoh's hand
951,"Yet did not the chief butler remember Joseph, but forgat him. "
952,"And it came to pass at the end of two full years, that Pharaoh dreamed"
953,"And, behold, there came up out of the river seven well favoured kine and fatfleshed; and they fed in a meadow. "
954,"And, behold, seven other kine came up after them out of the river, ill favoured and leanfleshed; and stood by the other kine upon the brink of the river. "
955,And the ill favoured and leanfleshed kine did eat up the seven well favoured and fat kine. So Pharaoh awoke. 
956,And he slept and dreamed the second time
957,"And, behold, seven thin ears and blasted with the east wind sprung up after them. "
958,"And the seven thin ears devoured the seven rank and full ears. And Pharaoh awoke, and, behold, it was a dream. "
959,"And it came to pass in the morning that his spirit was troubled; and he sent and called for all the magicians of Egypt, and all the wise men thereof"
960,"Then spake the chief butler unto Pharaoh, saying, I do remember my faults this day"
961,"And there was there with us a young man, an Hebrew, servant to the captain of the guard; and we told him, and he interpreted to us our dreams; to each man according to his dream he did interpret. "
962,"And it came to pass, as he interpreted to us, so it was; me he restored unto mine office, and him he hanged. "
963,"Then Pharaoh sent and called Joseph, and they brought him hastily out of the dungeon"
964,"And Pharaoh said unto Joseph, I have dreamed a dream, and there is none that can interpret it"
965,"And Joseph answered Pharaoh, saying, It is not in me"
966,"And Pharaoh said unto Joseph, In my dream, behold, I stood upon the bank of the river"
967,"And I saw in my dream, and, behold, seven ears came up in one stalk, full and good"
968,"And Joseph said unto Pharaoh, The dream of Pharaoh is one"
969,The seven good kine are seven years; and the seven good ears are seven years
970,And the seven thin and ill favoured kine that came up after them are seven years; and the seven empty ears blasted with the east wind shall be seven years of famine. 
971,This is the thing which I have spoken unto Pharaoh
972,"Behold, there come seven years of great plenty throughout all the land of Egypt"
973,"And for that the dream was doubled unto Pharaoh twice; it is because the thing is established by God, and God will shortly bring it to pass. "
974,"Now therefore let Pharaoh look out a man discreet and wise, and set him over the land of Egypt. "
975,"Let Pharaoh do this, and let him appoint officers over the land, and take up the fifth part of the land of Egypt in the seven plenteous years. "
976,"And let them gather all the food of those good years that come, and lay up corn under the hand of Pharaoh, and let them keep food in the cities. "
977,"And that food shall be for store to the land against the seven years of famine, which shall be in the land of Egypt; that the land perish not through the famine. "
978,"And the thing was good in the eyes of Pharaoh, and in the eyes of all his servants. "
979,"And Pharaoh said unto his servants, Can we find such a one as this is, a man in whom the Spirit of God is? "
980,"And Pharaoh said unto Joseph, See, I have set thee over all the land of Egypt. "
981,"And Pharaoh took off his ring from his hand, and put it upon Joseph's hand, and arrayed him in vestures of fine linen, and put a gold chain about his neck; "
982,"And Pharaoh said unto Joseph, I am Pharaoh, and without thee shall no man lift up his hand or foot in all the land of Egypt. "
983,And Pharaoh called Joseph's name Zaphnathpaaneah; and he gave him to wife Asenath the daughter of Potipherah priest of On. And Joseph went out over all the land of Egypt. 
984,"And Joseph was thirty years old when he stood before Pharaoh king of Egypt. And Joseph went out from the presence of Pharaoh, and went throughout all the land of Egypt. "
985,And in the seven plenteous years the earth brought forth by handfuls. 
986,"And he gathered up all the food of the seven years, which were in the land of Egypt, and laid up the food in the cities"
987,"And Joseph gathered corn as the sand of the sea, very much, until he left numbering; for it was without number. "
988,"And unto Joseph were born two sons before the years of famine came, which Asenath the daughter of Potipherah priest of On bare unto him. "
989,And Joseph called the name of the firstborn Manasseh
990,And the name of the second called he Ephraim
991,"And the seven years of plenteousness, that was in the land of Egypt, were ended. "
992,"And the seven years of dearth began to come, according as Joseph had said"
993,"And when all the land of Egypt was famished, the people cried to Pharaoh for bread"
994,And the famine was over all the face of the earth
995,And all countries came into Egypt to Joseph for to buy corn; because that the famine was so sore in all lands. 
996,"Now when Jacob saw that there was corn in Egypt, Jacob said unto his sons, Why do ye look one upon another? "
997,And Joseph's ten brethren went down to buy corn in Egypt. 
998,"But Benjamin, Joseph's brother, Jacob sent not with his brethren; for he said, Lest peradventure mischief befall him. "
999,And the sons of Israel came to buy corn among those that came
1000,"And Joseph was the governor over the land, and he it was that sold to all the people of the land"
1001,"And Joseph saw his brethren, and he knew them, but made himself strange unto them, and spake roughly unto them; and he said unto them, Whence come ye? And they said, From the land of Canaan to buy food. "
1002,"And Joseph knew his brethren, but they knew not him. "
1003,"And Joseph remembered the dreams which he dreamed of them, and said unto them, Ye are spies; to see the nakedness of the land ye are come. "
1004,"And they said unto him, Nay, my lord, but to buy food are thy servants come. "
1005,"We are all one man's sons; we are true men, thy servants are no spies. "
1006,"And he said unto them, Nay, but to see the nakedness of the land ye are come. "
1007,"And they said, Thy servants are twelve brethren, the sons of one man in the land of Canaan; and, behold, the youngest is this day with our father, and one is not. "
1008,"And Joseph said unto them, That is it that I spake unto you, saying, Ye are spies"
1009,"Send one of you, and let him fetch your brother, and ye shall be kept in prison, that your words may be proved, whether there be any truth in you"
1010,And he put them all together into ward three days. 
1011,"And Joseph said unto them the third day, This do, and live; for I fear God"
1012,"And they said one to another, We are verily guilty concerning our brother, in that we saw the anguish of his soul, when he besought us, and we would not hear; therefore is this distress come upon us. "
1013,"And Reuben answered them, saying, Spake I not unto you, saying, Do not sin against the child; and ye would not hear? therefore, behold, also his blood is required. "
1014,And they knew not that Joseph understood them; for he spake unto them by an interpreter. 
1015,"And he turned himself about from them, and wept; and returned to them again, and communed with them, and took from them Simeon, and bound him before their eyes. "
1016,"Then Joseph commanded to fill their sacks with corn, and to restore every man's money into his sack, and to give them provision for the way"
1017,"And they laded their asses with the corn, and departed thence. "
1018,"And as one of them opened his sack to give his ass provender in the inn, he espied his money; for, behold, it was in his sack's mouth. "
1019,"And he said unto his brethren, My money is restored; and, lo, it is even in my sack"
1020,"And we said unto him, We are true men; we are no spies"
1021,"And the man, the lord of the country, said unto us, Hereby shall I know that ye are true men; leave one of your brethren here with me, and take food for the famine of your households, and be gone"
1022,"And it came to pass as they emptied their sacks, that, behold, every man's bundle of money was in his sack"
1023,"And Jacob their father said unto them, Me have ye bereaved of my children"
1024,"And Reuben spake unto his father, saying, Slay my two sons, if I bring him not to thee"
1025,"And he said, My son shall not go down with you; for his brother is dead, and he is left alone"
1026,And the famine was sore in the land. 
1027,"And it came to pass, when they had eaten up the corn which they had brought out of Egypt, their father said unto them, Go again, buy us a little food. "
1028,"And Judah spake unto him, saying, The man did solemnly protest unto us, saying, Ye shall not see my face, except your brother be with you. "
1029,"If thou wilt send our brother with us, we will go down and buy thee food"
1030,"And Israel said, Wherefore dealt ye so ill with me, as to tell the man whether ye had yet a brother? "
1031,I will be surety for him; of my hand shalt thou require him
1032,"And their father Israel said unto them, If it must be so now, do this; take of the best fruits in the land in your vessels, and carry down the man a present, a little balm, and a little honey, spices, and myrrh, nuts, and almonds"
1033,"And the men took that present, and they took double money in their hand and Benjamin; and rose up, and went down to Egypt, and stood before Joseph. "
1034,"And when Joseph saw Benjamin with them, he said to the ruler of his house, Bring these men home, and slay, and make ready; for these men shall dine with me at noon. "
1035,And the man did as Joseph bade; and the man brought the men into Joseph's house. 
1036,"And the men were afraid, because they were brought into Joseph's house; and they said, Because of the money that was returned in our sacks at the first time are we brought in; that he may seek occasion against us, and fall upon us, and take us for bondmen, and our asses. "
1037,"And they came near to the steward of Joseph's house, and they communed with him at the door of the house, "
1038,And other money have we brought down in our hands to buy food
1039,"And he said, Peace be to you, fear not"
1040,"And the man brought the men into Joseph's house, and gave them water, and they washed their feet; and he gave their asses provender. "
1041,And they made ready the present against Joseph came at noon
1042,"And when Joseph came home, they brought him the present which was in their hand into the house, and bowed themselves to him to the earth. "
1043,"And he asked them of their welfare, and said, Is your father well, the old man of whom ye spake? Is he yet alive? "
1044,"And he lifted up his eyes, and saw his brother Benjamin, his mother's son, and said, Is this your younger brother, of whom ye spake unto me? And he said, God be gracious unto thee, my son. "
1045,And Joseph made haste; for his bowels did yearn upon his brother
1046,"And he washed his face, and went out, and refrained himself, and said, Set on bread. "
1047,"And they set on for him by himself, and for them by themselves, and for the Egyptians, which did eat with him, by themselves"
1048,"And they sat before him, the firstborn according to his birthright, and the youngest according to his youth"
1049,And he took and sent messes unto them from before him
1050,"And he commanded the steward of his house, saying, Fill the men's sacks with food, as much as they can carry, and put every man's money in his sack's mouth. "
1051,"And put my cup, the silver cup, in the sack's mouth of the youngest, and his corn money. And he did according to the word that Joseph had spoken. "
1052,"As soon as the morning was light, the men were sent away, they and their asses. "
1053,"And when they were gone out of the city, and not yet far off, Joseph said unto his steward, Up, follow after the men; and when thou dost overtake them, say unto them, Wherefore have ye rewarded evil for good? "
1054,"And he overtook them, and he spake unto them these same words. "
1055,"And they said unto him, Wherefore saith my lord these words? God forbid that thy servants should do according to this thing"
1056,"And he said, Now also let it be according unto your words"
1057,"Then they speedily took down every man his sack to the ground, and opened every man his sack. "
1058,"And he searched, and began at the eldest, and left at the youngest"
1059,"Then they rent their clothes, and laded every man his ass, and returned to the city. "
1060,And Judah and his brethren came to Joseph's house; for he was yet there
1061,"And Joseph said unto them, What deed is this that ye have done? wot ye not that such a man as I can certainly divine? "
1062,"And he said, God forbid that I should do so"
1063,"Then Judah came near unto him, and said, Oh my lord, let thy servant, I pray thee, speak a word in my lord's ears, and let not thine anger burn against thy servant"
1064,"My lord asked his servants, saying, Have ye a father, or a brother? "
1065,"And thou saidst unto thy servants, Bring him down unto me, that I may set mine eyes upon him. "
1066,"And we said unto my lord, The lad cannot leave his father"
1067,"And thou saidst unto thy servants, Except your youngest brother come down with you, ye shall see my face no more. "
1068,"And it came to pass when we came up unto thy servant my father, we told him the words of my lord. "
1069,"And our father said, Go again, and buy us a little food. "
1070,"And we said, We cannot go down"
1071,"And thy servant my father said unto us, Ye know that my wife bare me two sons"
1072,"Now therefore when I come to thy servant my father, and the lad be not with us; seeing that his life is bound up in the lad's life; "
1073,"For thy servant became surety for the lad unto my father, saying, If I bring him not unto thee, then I shall bear the blame to my father for ever. "
1074,"Now therefore, I pray thee, let thy servant abide instead of the lad a bondman to my lord; and let the lad go up with his brethren. "
1075,"For how shall I go up to my father, and the lad be not with me? lest peradventure I see the evil that shall come on my father. "
1076,"Then Joseph could not refrain himself before all them that stood by him; and he cried, Cause every man to go out from me. And there stood no man with him, while Joseph made himself known unto his brethren. "
1077,And he wept aloud
1078,"And Joseph said unto his brethren, I am Joseph; doth my father yet live? And his brethren could not answer him; for they were troubled at his presence. "
1079,"And Joseph said unto his brethren, Come near to me, I pray you. And they came near. And he said, I am Joseph your brother, whom ye sold into Egypt. "
1080,"Now therefore be not grieved, nor angry with yourselves, that ye sold me hither"
1081,For these two years hath the famine been in the land
1082,"And God sent me before you to preserve you a posterity in the earth, and to save your lives by a great deliverance. "
1083,"So now it was not you that sent me hither, but God"
1084,"Haste ye, and go up to my father, and say unto him, Thus saith thy son Joseph, God hath made me lord of all Egypt"
1085,"And, behold, your eyes see, and the eyes of my brother Benjamin, that it is my mouth that speaketh unto you. "
1086,"And ye shall tell my father of all my glory in Egypt, and of all that ye have seen; and ye shall haste and bring down my father hither. "
1087,"And he fell upon his brother Benjamin's neck, and wept; and Benjamin wept upon his neck. "
1088,"Moreover he kissed all his brethren, and wept upon them"
1089,"And the fame thereof was heard in Pharaoh's house, saying, Joseph's brethren are come"
1090,"And Pharaoh said unto Joseph, Say unto thy brethren, This do ye; lade your beasts, and go, get you unto the land of Canaan; "
1091,"Now thou art commanded, this do ye; take you wagons out of the land of Egypt for your little ones, and for your wives, and bring your father, and come. "
1092,Also regard not your stuff; for the good of all the land of Egypt is your's. 
1093,And the children of Israel did so
1094,"To all of them he gave each man changes of raiment; but to Benjamin he gave three hundred pieces of silver, and five changes of raiment. "
1095,"And to his father he sent after this manner; ten asses laden with the good things of Egypt, and ten she asses laden with corn and bread and meat for his father by the way. "
1096,"So he sent his brethren away, and they departed"
1097,"And they went up out of Egypt, and came into the land of Canaan unto Jacob their father, "
1098,"And they told him all the words of Joseph, which he had said unto them"
1099,"And Israel took his journey with all that he had, and came to Beersheba, and offered sacrifices unto the God of his father Isaac. "
1100,"And God spake unto Israel in the visions of the night, and said, Jacob, Jacob. And he said, Here am I. "
1101,"And he said, I am God, the God of thy father"
1102,And Jacob rose up from Beersheba
1103,"And they took their cattle, and their goods, which they had gotten in the land of Canaan, and came into Egypt, Jacob, and all his seed with him"
1104,"And these are the names of the children of Israel, which came into Egypt, Jacob and his sons"
1105,"And the sons of Reuben; Hanoch, and Phallu, and Hezron, and Carmi. "
1106,"And the sons of Simeon; Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul the son of a Canaanitish woman. "
1107,"And the sons of Levi; Gershon, Kohath, and Merari. "
1108,"And the sons of Judah; Er, and Onan, and Shelah, and Pharez, and Zarah"
1109,"And the sons of Issachar; Tola, and Phuvah, and Job, and Shimron. "
1110,"And the sons of Zebulun; Sered, and Elon, and Jahleel. "
1111,"These be the sons of Leah, which she bare unto Jacob in Padanaram, with his daughter Dinah"
1112,"And the sons of Gad; Ziphion, and Haggi, Shuni, and Ezbon, Eri, and Arodi, and Areli. "
1113,"And the sons of Asher; Jimnah, and Ishuah, and Isui, and Beriah, and Serah their sister"
1114,"These are the sons of Zilpah, whom Laban gave to Leah his daughter, and these she bare unto Jacob, even sixteen souls. "
1115,"The sons of Rachel Jacob's wife; Joseph, and Benjamin. "
1116,"And unto Joseph in the land of Egypt were born Manasseh and Ephraim, which Asenath the daughter of Potipherah priest of On bare unto him. "
1117,"And the sons of Benjamin were Belah, and Becher, and Ashbel, Gera, and Naaman, Ehi, and Rosh, Muppim, and Huppim, and Ard. "
1118,"These are the sons of Rachel, which were born to Jacob"
1119,And the sons of Dan; Hushim. 
1120,"And the sons of Naphtali; Jahzeel, and Guni, and Jezer, and Shillem. "
1121,"These are the sons of Bilhah, which Laban gave unto Rachel his daughter, and she bare these unto Jacob"
1122,"All the souls that came with Jacob into Egypt, which came out of his loins, besides Jacob's sons' wives, all the souls were threescore and six; "
1123,"And he sent Judah before him unto Joseph, to direct his face unto Goshen; and they came into the land of Goshen. "
1124,"And Joseph made ready his chariot, and went up to meet Israel his father, to Goshen, and presented himself unto him; and he fell on his neck, and wept on his neck a good while. "
1125,"And Israel said unto Joseph, Now let me die, since I have seen thy face, because thou art yet alive. "
1126,"And Joseph said unto his brethren, and unto his father's house, I will go up, and shew Pharaoh, and say unto him, My brethren, and my father's house, which were in the land of Canaan, are come unto me; "
1127,"And it shall come to pass, when Pharaoh shall call you, and shall say, What is your occupation? "
1128,"Then Joseph came and told Pharaoh, and said, My father and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen. "
1129,"And he took some of his brethren, even five men, and presented them unto Pharaoh. "
1130,"And Pharaoh said unto his brethren, What is your occupation? And they said unto Pharaoh, Thy servants are shepherds, both we, and also our fathers. "
1131,"They said morever unto Pharaoh, For to sojourn in the land are we come; for thy servants have no pasture for their flocks; for the famine is sore in the land of Canaan"
1132,"And Pharaoh spake unto Joseph, saying, Thy father and thy brethren are come unto thee"
1133,"And Joseph brought in Jacob his father, and set him before Pharaoh"
1134,"And Pharaoh said unto Jacob, How old art thou? "
1135,"And Jacob blessed Pharaoh, and went out from before Pharaoh. "
1136,"And Joseph placed his father and his brethren, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded. "
1137,"And Joseph nourished his father, and his brethren, and all his father's household, with bread, according to their families. "
1138,"And there was no bread in all the land; for the famine was very sore, so that the land of Egypt and all the land of Canaan fainted by reason of the famine. "
1139,"And Joseph gathered up all the money that was found in the land of Egypt, and in the land of Canaan, for the corn which they bought"
1140,"And when money failed in the land of Egypt, and in the land of Canaan, all the Egyptians came unto Joseph, and said, Give us bread"
1141,"And Joseph said, Give your cattle; and I will give you for your cattle, if money fail. "
1142,And they brought their cattle unto Joseph
1143,"When that year was ended, they came unto him the second year, and said unto him, We will not hide it from my lord, how that our money is spent; my lord also hath our herds of cattle; there is not ought left in the sight of my lord, but our bodies, and our lands"
1144,"And Joseph bought all the land of Egypt for Pharaoh; for the Egyptians sold every man his field, because the famine prevailed over them"
1145,"And as for the people, he removed them to cities from one end of the borders of Egypt even to the other end thereof. "
1146,"Only the land of the priests bought he not; for the priests had a portion assigned them of Pharaoh, and did eat their portion which Pharaoh gave them"
1147,"Then Joseph said unto the people, Behold, I have bought you this day and your land for Pharaoh"
1148,"And it shall come to pass in the increase, that ye shall give the fifth part unto Pharaoh, and four parts shall be your own, for seed of the field, and for your food, and for them of your households, and for food for your little ones. "
1149,"And they said, Thou hast saved our lives"
1150,"And Joseph made it a law over the land of Egypt unto this day, that Pharaoh should have the fifth part, except the land of the priests only, which became not Pharaoh's. "
1151,"And Israel dwelt in the land of Egypt, in the country of Goshen; and they had possessions therein, and grew, and multiplied exceedingly. "
1152,And Jacob lived in the land of Egypt seventeen years
1153,And the time drew nigh that Israel must die
1154,"And he said, Swear unto me. And he sware unto him. And Israel bowed himself upon the bed's head. "
1155,"And it came to pass after these things, that one told Joseph, Behold, thy father is sick"
